学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202400498,赴聊城红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-01,2026-07-15,通过,周建军,符合认定条件，通过
202400499,赴临沂汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2025-07-04,2025-07-28,待审核,,
202400499,赴日照黄河流域实践团,自主实践团队,黄河流域生态考察,汽车工程学院,2026-07-01,2026-07-17,通过,周建军,符合认定条件，通过
202400500,赴临沂黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-05,2025-07-18,驳回,周建军,盖章缺失，请重新上传完整材料
202400500,赴德州社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-07,2026-07-17,通过,周建军,材料齐全，同意认定
202400501,赴济宁科技支农实践团,院级重点团队,科技支农帮扶,汽车工程学院,2025-07-03,2025-07-24,通过,周建军,符合认定条件，通过
202400501,赴济宁红色基因实践团,返家乡实践,红色基因传承,校团委,2026-07-10,2026-07-20,通过,周建军,佐证材料完整，予以通过
202400502,赴淄博关爱留守实践团,自主实践团队,关爱留守儿童,汽车工程学院,2025-07-05,2025-07-22,驳回,周建军,时间信息有误，请核对后重新提交
202400502,赴泰安海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-05,2026-07-21,通过,周建军,材料齐全，同意认定
202400503,赴枣庄科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2025-07-03,2025-07-28,通过,周建军,材料齐全，同意认定
202400503,赴威海汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2026-07-08,2026-07-19,通过,周建军,材料齐全，同意认定
202400504,赴济南关爱留守实践团,校级重点团队,关爱留守儿童,汽车工程学院,2025-07-09,2025-07-17,通过,周建军,佐证材料完整，予以通过
202400504,赴淄博红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-08,2026-07-28,通过,周建军,佐证材料完整，予以通过
202400505,赴日照关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2025-07-01,2025-07-28,通过,孙丽华,佐证材料完整，予以通过
202400505,赴日照红色基地实践团,企业实习实践,红色基地研学,威海团市委,2026-07-03,2026-07-25,通过,孙丽华,符合认定条件，通过
202400506,赴枣庄红色基因实践团,返家乡实践,红色基因传承,汽车工程学院,2025-07-04,2025-07-24,通过,孙丽华,佐证材料完整，予以通过
202400506,赴潍坊海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2026-07-03,2026-07-19,通过,孙丽华,符合认定条件，通过
202400507,赴淄博海洋生态实践团,自主实践团队,海洋生态保护宣传,校团委,2025-07-02,2025-07-17,通过,孙丽华,符合认定条件，通过
202400507,赴枣庄黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2026-07-09,2026-07-17,通过,孙丽华,符合认定条件，通过
202400508,赴东营社区志愿实践团,返家乡实践,社区志愿服务,汽车工程学院,2025-07-08,2025-07-22,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400508,赴青岛社区志愿实践团,自主实践团队,社区志愿服务,校团委,2026-07-02,2026-07-18,通过,孙丽华,佐证材料完整，予以通过
202400509,赴济宁汽车产业实践团,返家乡实践,汽车产业链调研,汽车工程学院,2025-07-06,2025-07-22,通过,孙丽华,佐证材料完整，予以通过
202400509,赴青岛汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2026-07-03,2026-07-28,通过,孙丽华,符合认定条件，通过
202400510,赴德州红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2025-07-05,2025-07-28,待审核,,
202400510,赴德州社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2026-07-05,2026-07-22,通过,孙丽华,佐证材料完整，予以通过
202400511,赴济南社区志愿实践团,自主实践团队,社区志愿服务,校团委,2025-07-04,2025-07-21,通过,孙丽华,材料齐全，同意认定
202400511,赴济宁红色基地实践团,自主实践团队,红色基地研学,汽车工程学院,2026-07-03,2026-07-20,通过,孙丽华,符合认定条件，通过
202400512,赴德州汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2025-07-09,2025-07-28,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400512,赴潍坊红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-03,2026-07-28,通过,孙丽华,符合认定条件，通过
202400513,赴枣庄红色基地实践团,院级重点团队,红色基地研学,汽车工程学院,2025-07-04,2025-07-16,通过,孙丽华,符合认定条件，通过
202400513,赴泰安社区志愿实践团,自主实践团队,社区志愿服务,汽车工程学院,2026-07-10,2026-07-15,待审核,,
202400514,赴日照红色基因实践团,自主实践团队,红色基因传承,威海团市委,2025-07-04,2025-07-16,通过,孙丽华,材料齐全，同意认定
202400514,赴济宁社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-06,2026-07-26,通过,孙丽华,符合认定条件，通过
202400515,赴济南红色基地实践团,院级重点团队,红色基地研学,威海团市委,2025-07-08,2025-07-17,通过,孙丽华,符合认定条件，通过
202400515,赴济宁企业走访实践团,返家乡实践,企业走访见习,威海团市委,2026-07-06,2026-07-22,驳回,孙丽华,认定依据不足，请补充说明材料
202400516,赴济宁社区志愿实践团,返家乡实践,社区志愿服务,威海团市委,2025-07-04,2025-07-22,通过,孙丽华,材料齐全，同意认定
202400516,赴临沂企业走访实践团,校级重点团队,企业走访见习,汽车工程学院,2026-07-05,2026-07-16,待审核,,
202400517,赴聊城红色基因实践团,校级重点团队,红色基因传承,汽车工程学院,2025-07-02,2025-07-23,通过,孙丽华,材料齐全，同意认定
202400517,赴威海企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-05,2026-07-18,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400518,赴日照红色基地实践团,企业实习实践,红色基地研学,校团委,2025-07-04,2025-07-15,通过,孙丽华,符合认定条件，通过
202400518,赴烟台乡村振兴实践团,校级重点团队,乡村振兴调研,汽车工程学院,2026-07-06,2026-07-16,通过,孙丽华,符合认定条件，通过
202400519,赴聊城科技支农实践团,校级重点团队,科技支农帮扶,校团委,2025-07-07,2025-07-27,通过,孙丽华,材料齐全，同意认定
202400519,赴济宁企业走访实践团,自主实践团队,企业走访见习,汽车工程学院,2026-07-08,2026-07-18,待审核,,
202400520,赴济宁汽车产业实践团,自主实践团队,汽车产业链调研,校团委,2025-07-10,2025-07-26,公示中,孙丽华,符合认定条件，通过
202400520,赴德州红色基地实践团,自主实践团队,红色基地研学,威海团市委,2026-07-02,2026-07-17,通过,孙丽华,材料齐全，同意认定
202400521,赴泰安黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2025-07-01,2025-07-15,待审核,,
202400521,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2026-07-07,2026-07-22,通过,孙丽华,符合认定条件，通过
202400522,赴东营红色基地实践团,返家乡实践,红色基地研学,校团委,2025-07-09,2025-07-27,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400522,赴日照红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-08,2026-07-27,通过,孙丽华,佐证材料完整，予以通过
202400523,赴济宁关爱留守实践团,校级重点团队,关爱留守儿童,汽车工程学院,2025-07-08,2025-07-22,通过,孙丽华,佐证材料完整，予以通过
202400523,赴泰安关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2026-07-09,2026-07-20,通过,孙丽华,材料齐全，同意认定
202400524,赴济宁科技支农实践团,返家乡实践,科技支农帮扶,校团委,2025-07-04,2025-07-15,通过,孙丽华,符合认定条件，通过
202400524,赴青岛海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-02,2026-07-28,通过,孙丽华,符合认定条件，通过
202400525,赴聊城红色基地实践团,校级重点团队,红色基地研学,威海团市委,2025-07-05,2025-07-16,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400525,赴枣庄红色基地实践团,校级重点团队,红色基地研学,威海团市委,2026-07-08,2026-07-19,待审核,,
202400526,赴临沂科技支农实践团,校级重点团队,科技支农帮扶,校团委,2025-07-09,2025-07-20,通过,孙丽华,符合认定条件，通过
202400526,赴泰安红色基因实践团,院级重点团队,红色基因传承,威海团市委,2026-07-08,2026-07-26,通过,孙丽华,佐证材料完整，予以通过
202400527,赴济南科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2025-07-07,2025-07-17,待审核,,
202400527,赴淄博黄河流域实践团,校级重点团队,黄河流域生态考察,威海团市委,2026-07-10,2026-07-18,待审核,,
202400528,赴威海科技支农实践团,企业实习实践,科技支农帮扶,汽车工程学院,2025-07-06,2025-07-17,驳回,孙丽华,认定依据不足，请补充说明材料
202400528,赴聊城社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2026-07-06,2026-07-28,通过,孙丽华,符合认定条件，通过
202400529,赴日照海洋生态实践团,企业实习实践,海洋生态保护宣传,威海团市委,2025-07-04,2025-07-15,通过,孙丽华,佐证材料完整，予以通过
202400529,赴日照关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2026-07-03,2026-07-23,驳回,孙丽华,认定依据不足，请补充说明材料
202400530,赴烟台乡村振兴实践团,返家乡实践,乡村振兴调研,校团委,2025-07-10,2025-07-22,待审核,,
202400530,赴淄博乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2026-07-03,2026-07-17,通过,孙丽华,符合认定条件，通过
202400531,赴烟台海洋生态实践团,院级重点团队,海洋生态保护宣传,威海团市委,2025-07-10,2025-07-28,通过,孙丽华,符合认定条件，通过
202400531,赴德州黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-03,2026-07-20,通过,孙丽华,符合认定条件，通过
202400532,赴枣庄企业走访实践团,企业实习实践,企业走访见习,汽车工程学院,2025-07-05,2025-07-24,通过,孙丽华,符合认定条件，通过
202400532,赴烟台黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2026-07-10,2026-07-20,通过,孙丽华,佐证材料完整，予以通过
202400533,赴德州黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2025-07-10,2025-07-19,通过,孙丽华,佐证材料完整，予以通过
202400533,赴德州红色基地实践团,自主实践团队,红色基地研学,校团委,2026-07-10,2026-07-17,通过,孙丽华,材料齐全，同意认定
202400534,赴淄博科技支农实践团,校级重点团队,科技支农帮扶,校团委,2025-07-06,2025-07-18,通过,孙丽华,材料齐全，同意认定
202400534,赴淄博红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2026-07-03,2026-07-27,待审核,,
202400535,赴枣庄关爱留守实践团,返家乡实践,关爱留守儿童,汽车工程学院,2025-07-06,2025-07-20,通过,孙丽华,材料齐全，同意认定
202400535,赴青岛黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-05,2026-07-16,通过,孙丽华,材料齐全，同意认定
202400536,赴临沂乡村振兴实践团,校级重点团队,乡村振兴调研,校团委,2025-07-03,2025-07-16,通过,孙丽华,符合认定条件，通过
202400536,赴烟台乡村振兴实践团,返家乡实践,乡村振兴调研,汽车工程学院,2026-07-04,2026-07-15,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400537,赴济宁黄河流域实践团,自主实践团队,黄河流域生态考察,威海团市委,2025-07-04,2025-07-20,通过,孙丽华,材料齐全，同意认定
202400537,赴德州企业走访实践团,返家乡实践,企业走访见习,校团委,2026-07-09,2026-07-22,通过,孙丽华,材料齐全，同意认定
202400538,赴威海科技支农实践团,校级重点团队,科技支农帮扶,威海团市委,2025-07-10,2025-07-22,通过,孙丽华,材料齐全，同意认定
202400538,赴聊城汽车产业实践团,企业实习实践,汽车产业链调研,校团委,2026-07-03,2026-07-27,待审核,,
202400539,赴枣庄红色基因实践团,返家乡实践,红色基因传承,校团委,2025-07-10,2025-07-20,待审核,,
202400539,赴威海汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2026-07-02,2026-07-17,通过,孙丽华,符合认定条件，通过
202400540,赴泰安海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2025-07-06,2025-07-22,待审核,,
